"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/2023","7.1609","7.1375","7.1628","7.1375","","0.50%"
"06/16/2023","7.1251","7.1308","7.1412","7.1060","","0.08%"
"06/15/2023","7.1195","7.1732","7.1807","7.1200","","-0.59%"
"06/14/2023","7.1615","7.1637","7.1696","7.1470","","-0.07%"
"06/13/2023","7.1666","7.1586","7.1684","7.1427","","0.32%"
"06/12/2023","7.1437","7.1358","7.1485","7.1358","","0.23%"
"06/09/2023","7.1273","7.1176","7.1323","7.1111","","0.23%"
"06/08/2023","7.1109","7.1371","7.1421","7.1116","","-0.25%"
"06/07/2023","7.1287","7.1029","7.1310","7.1029","","0.14%"
"06/06/2023","7.1190","7.1157","7.1240","7.1005","","0.25%"
"06/05/2023","7.1010","7.1040","7.1245","7.0938","","0.26%"
"06/02/2023","7.0827","7.1020","7.1031","7.0560","","-0.15%"
"06/01/2023","7.0934","7.1043","7.1244","7.0910","","-0.25%"
"05/31/2023","7.1109","7.0908","7.1128","7.0908","","0.45%"
"05/30/2023","7.0792","7.0732","7.0988","7.0678","","0.10%"
"05/29/2023","7.0720","7.0619","7.0795","7.0619","","0.13%"
"05/26/2023","7.0630","7.0789","7.0798","7.0454","","-0.21%"
"05/25/2023","7.0782","7.0668","7.0793","7.0608","","0.27%"
"05/24/2023","7.0593","7.0673","7.0676","7.0376","","0.05%"
"05/23/2023","7.0556","7.0394","7.0573","7.0394","","0.29%"
"05/22/2023","7.0351","7.0193","7.0359","7.0166","","0.42%"
"05/19/2023","7.0060","7.0559","7.0603","7.0024","","-0.41%"
"05/18/2023","7.0350","6.9986","7.0433","6.9969","","0.53%"
"05/17/2023","6.9980","6.9889","7.0039","6.9873","","0.28%"
"05/16/2023","6.9786","6.9525","6.9792","6.9525","","0.38%"
"05/15/2023","6.9520","6.9583","6.9656","6.9475","","-0.08%"
"05/12/2023","6.9575","6.9508","6.9583","6.9429","","0.14%"
"05/11/2023","6.9480","6.9331","6.9497","6.9306","","0.23%"
"05/10/2023","6.9321","6.9227","6.9334","6.9147","","0.17%"
"05/09/2023","6.9200","6.9171","6.9293","6.9171","","0.11%"
"05/08/2023","6.9121","6.9125","6.9190","6.9103","","0.03%"
"05/05/2023","6.9100","6.9054","6.9201","6.9053","","0.06%"
"05/04/2023","6.9060","6.8950","6.9203","6.8924","","-0.07%"
"05/03/2023","6.9110","6.9110","6.9110","6.9110","","0.00%"
"05/02/2023","6.9110","6.9110","6.9110","6.9110","","0.00%"
"05/01/2023","6.9110","6.9110","6.9110","6.9110","","0.00%"
"04/28/2023","6.9110","6.9160","6.9287","6.9113","","-0.16%"
"04/27/2023","6.9220","6.9312","6.9328","6.9110","","-0.06%"
"04/26/2023","6.9261","6.9290","6.9290","6.9165","","-0.09%"
"04/25/2023","6.9323","6.8915","6.9337","6.8915","","0.53%"
"04/24/2023","6.8958","6.8890","6.9065","6.8890","","0.06%"
"04/21/2023","6.8920","6.8771","6.8966","6.8763","","0.28%"
"04/20/2023","6.8725","6.8890","6.8959","6.8715","","-0.18%"
"04/19/2023","6.8850","6.8760","6.9012","6.8758","","0.14%"
"04/18/2023","6.8755","6.8763","6.8802","6.8652","","-0.05%"
"04/17/2023","6.8786","6.8787","6.8820","6.8667","","0.14%"
"04/14/2023","6.8690","6.8592","6.8724","6.8321","","0.02%"
"04/13/2023","6.8677","6.8711","6.8790","6.8676","","-0.08%"
"04/12/2023","6.8730","6.8901","6.8901","6.8714","","-0.20%"
"04/11/2023","6.8866","6.8897","6.8927","6.8826","","0.09%"
"04/10/2023","6.8807","6.8810","6.8823","6.8719","","0.18%"
"04/07/2023","6.8681","6.8799","6.8799","6.8663","","-0.10%"
"04/06/2023","6.8750","6.8830","6.8843","6.8722","","-0.04%"
"04/05/2023","6.8780","6.8780","6.8780","6.8780","","0.00%"
"04/04/2023","6.8780","6.8787","6.8857","6.8762","","0.01%"
"04/03/2023","6.8776","6.8789","6.8948","6.8744","","0.15%"
"03/31/2023","6.8676","6.8495","6.8768","6.8445","","-0.05%"
"03/30/2023","6.8710","6.8930","6.9079","6.8714","","-0.22%"
"03/29/2023","6.8862","6.8780","6.8934","6.8756","","0.17%"
"03/28/2023","6.8745","6.8736","6.8880","6.8717","","-0.13%"
"03/27/2023","6.8834","6.8748","6.8909","6.8730","","0.23%"
"03/24/2023","6.8675","6.8377","6.8809","6.8373","","0.71%"
"03/23/2023","6.8188","6.8553","6.8576","6.8166","","-0.89%"
"03/22/2023","6.8802","6.8788","6.8936","6.8773","","-0.04%"
"03/21/2023","6.8830","6.8818","6.8859","6.8696","","0.09%"
"03/20/2023","6.8770","6.8790","6.9036","6.8753","","-0.12%"
"03/17/2023","6.8850","6.8936","6.8953","6.8620","","-0.17%"
"03/16/2023","6.8965","6.8945","6.9110","6.8907","","-0.15%"
"03/15/2023","6.9067","6.8870","6.9093","6.8752","","0.56%"
"03/14/2023","6.8680","6.8606","6.8860","6.8549","","0.33%"
"03/13/2023","6.8455","6.9185","6.9185","6.8372","","-0.83%"
"03/10/2023","6.9025","6.9648","6.9714","6.9020","","-0.87%"
"03/09/2023","6.9630","6.9633","6.9742","6.9566","","0.19%"
"03/08/2023","6.9496","6.9731","6.9773","6.9455","","-0.16%"
"03/07/2023","6.9605","6.9407","6.9628","6.9229","","0.45%"
"03/06/2023","6.9295","6.9086","6.9354","6.9043","","0.36%"
"03/03/2023","6.9048","6.8970","6.9120","6.8882","","-0.11%"
"03/02/2023","6.9122","6.8808","6.9187","6.8770","","0.68%"
"03/01/2023","6.8656","6.9289","6.9331","6.8623","","-0.97%"
"02/28/2023","6.9325","6.9460","6.9490","6.9308","","-0.15%"
"02/27/2023","6.9430","6.9619","6.9733","6.9426","","-0.17%"
"02/24/2023","6.9545","6.9153","6.9604","6.9112","","0.68%"
"02/23/2023","6.9075","6.8960","6.9081","6.8796","","0.24%"
"02/22/2023","6.8908","6.8848","6.8997","6.8848","","0.30%"
"02/21/2023","6.8700","6.8656","6.8810","6.8615","","0.23%"
"02/20/2023","6.8541","6.8678","6.8726","6.8501","","-0.17%"
"02/17/2023","6.8661","6.8679","6.8851","6.8675","","0.10%"
"02/16/2023","6.8590","6.8495","6.8679","6.8431","","0.12%"
"02/15/2023","6.8510","6.8244","6.8537","6.8242","","0.37%"
"02/14/2023","6.8255","6.8157","6.8318","6.8090","","0.06%"
"02/13/2023","6.8215","6.8320","6.8339","6.8221","","0.21%"
"02/10/2023","6.8070","6.7892","6.8136","6.7868","","0.42%"
"02/09/2023","6.7782","6.7898","6.7923","6.7730","","-0.13%"
"02/08/2023","6.7872","6.7743","6.7902","6.7715","","-0.06%"
"02/07/2023","6.7910","6.7797","6.7937","6.7745","","-0.01%"
"02/06/2023","6.7918","6.8035","6.8035","6.7708","","0.27%"
"02/03/2023","6.7733","6.7429","6.7855","6.7371","","0.66%"
"02/02/2023","6.7289","6.7069","6.7381","6.7066","","-0.17%"
"02/01/2023","6.7406","6.7453","6.7528","6.7393","","-0.20%"
"01/31/2023","6.7540","6.7598","6.7598","6.7498","","0.09%"
"01/30/2023","6.7480","6.7528","6.7629","6.7444","","-0.51%"
"01/27/2023","6.7825","6.7825","6.7825","6.7825","","0.00%"
"01/26/2023","6.7825","6.7825","6.7825","6.7825","","0.00%"
"01/25/2023","6.7825","6.7825","6.7825","6.7825","","0.00%"
"01/24/2023","6.7825","6.7825","6.7825","6.7825","","0.00%"
"01/23/2023","6.7825","6.7825","6.7825","6.7825","","0.00%"
"01/20/2023","6.7825","6.7677","6.7889","6.7647","","0.13%"
"01/19/2023","6.7738","6.7675","6.7892","6.7674","","0.43%"
"01/18/2023","6.7450","6.7815","6.7874","6.7428","","-0.40%"
"01/17/2023","6.7723","6.7337","6.7828","6.7337","","0.60%"
"01/16/2023","6.7322","6.6982","6.7355","6.6910","","0.47%"
"01/13/2023","6.7010","6.7239","6.7379","6.7030","","-0.53%"
"01/12/2023","6.7365","6.7541","6.7640","6.7297","","-0.49%"
"01/11/2023","6.7700","6.7845","6.7879","6.7629","","-0.10%"
"01/10/2023","6.7770","6.7587","6.7893","6.7533","","0.10%"
"01/09/2023","6.7700","6.8150","6.8150","6.7601","","-0.98%"
"01/06/2023","6.8370","6.8783","6.8792","6.8360","","-0.63%"
"01/05/2023","6.8800","6.8851","6.8900","6.8688","","-0.11%"
"01/04/2023","6.8875","6.9035","6.9078","6.8787","","-0.38%"
"01/03/2023","6.9135","6.9143","6.9240","6.8762","","0.24%"
"01/02/2023","6.8972","6.8972","6.8972","6.8972","","0.00%"
"12/30/2022","6.8972","6.9595","6.9618","6.8932","","-0.94%"
"12/29/2022","6.9625","6.9805","6.9814","6.9611","","-0.21%"
"12/28/2022","6.9774","6.9630","6.9787","6.9616","","0.25%"
"12/27/2022","6.9600","6.9629","6.9684","6.9491","","-0.01%"
"12/26/2022","6.9610","6.9905","6.9906","6.9584","","-0.39%"
"12/23/2022","6.9880","6.9982","6.9986","6.9811","","0.07%"
"12/22/2022","6.9829","6.9714","6.9848","6.9714","","0.03%"
"12/21/2022","6.9810","6.9655","6.9839","6.9635","","0.30%"
"12/20/2022","6.9600","6.9810","6.9905","6.9600","","-0.25%"
"12/19/2022","6.9772","6.9699","6.9854","6.9694","","0.09%"
"12/16/2022","6.9708","6.9821","6.9855","6.9630","","-0.01%"
"12/15/2022","6.9716","6.9471","6.9783","6.9471","","0.31%"
"12/14/2022","6.9498","6.9525","6.9634","6.9393","","0.10%"
"12/13/2022","6.9430","6.9867","6.9888","6.9445","","-0.49%"
"12/12/2022","6.9773","6.9828","6.9883","6.9718","","0.31%"
"12/09/2022","6.9559","6.9522","6.9635","6.9439","","-0.13%"
"12/08/2022","6.9649","6.9725","6.9822","6.9646","","-0.08%"
"12/07/2022","6.9702","6.9916","6.9959","6.9718","","-0.33%"
"12/06/2022","6.9935","6.9612","7.0009","6.9564","","0.47%"
"12/05/2022","6.9610","6.9746","6.9850","6.9454","","-0.83%"
"12/02/2022","7.0190","7.0510","7.0667","7.0194","","-0.33%"
"12/01/2022","7.0424","7.0450","7.0907","7.0419","","-0.64%"
"11/30/2022","7.0879","7.1571","7.1573","7.0697","","-0.96%"
"11/29/2022","7.1568","7.2097","7.2097","7.1547","","-0.70%"
"11/28/2022","7.2074","7.2281","7.2399","7.1904","","0.60%"
"11/25/2022","7.1642","7.1643","7.1806","7.1477","","0.20%"
"11/24/2022","7.1500","7.1487","7.1541","7.1328","","-0.11%"
"11/23/2022","7.1580","7.1422","7.1725","7.1408","","0.27%"
"11/22/2022","7.1388","7.1608","7.1660","7.1323","","-0.35%"
"11/21/2022","7.1640","7.1508","7.1696","7.1504","","0.63%"
"11/18/2022","7.1192","7.1402","7.1558","7.1104","","-0.50%"
"11/17/2022","7.1551","7.0950","7.1644","7.0943","","0.99%"
"11/16/2022","7.0849","7.0496","7.0900","7.0496","","0.58%"
"11/15/2022","7.0440","7.0462","7.0631","7.0248","","-0.38%"
"11/14/2022","7.0710","7.0819","7.0831","7.0258","","-0.50%"
"11/11/2022","7.1066","7.1870","7.1897","7.0897","","-1.08%"
"11/10/2022","7.1840","7.2552","7.2738","7.1835","","-0.77%"
"11/09/2022","7.2401","7.2340","7.2564","7.2335","","-0.12%"
"11/08/2022","7.2485","7.2250","7.2645","7.2202","","0.30%"
"11/07/2022","7.2266","7.2165","7.2505","7.2047","","0.61%"
"11/04/2022","7.1826","7.3015","7.3119","7.1785","","-1.61%"
"11/03/2022","7.3000","7.2900","7.3224","7.2900","","0.15%"
"11/02/2022","7.2890","7.2797","7.2900","7.2657","","0.22%"
"11/01/2022","7.2730","7.3231","7.3285","7.2550","","-0.39%"
"10/31/2022","7.3015","7.2627","7.3041","7.2543","","0.71%"
"10/28/2022","7.2499","7.2358","7.2626","7.2185","","0.36%"
"10/27/2022","7.2239","7.1730","7.2382","7.1622","","0.74%"
"10/26/2022","7.1710","7.2879","7.2998","7.1662","","-1.35%"
"10/25/2022","7.2688","7.2951","7.3094","7.2604","","0.08%"
"10/24/2022","7.2629","7.2444","7.2636","7.2428","","0.32%"
"10/21/2022","7.2399","7.2372","7.2525","7.2364","","0.37%"
"10/20/2022","7.2129","7.2288","7.2485","7.2135","","-0.21%"
"10/19/2022","7.2280","7.2015","7.2311","7.1982","","0.39%"
"10/18/2022","7.2001","7.1920","7.2022","7.1879","","0.08%"
"10/17/2022","7.1946","7.1814","7.2061","7.1790","","0.07%"
"10/14/2022","7.1895","7.1706","7.2012","7.1606","","0.27%"
"10/13/2022","7.1700","7.1748","7.2230","7.1667","","-0.03%"
"10/12/2022","7.1720","7.1853","7.1910","7.1558","","0.11%"
"10/11/2022","7.1639","7.1509","7.1949","7.1508","","0.15%"
"10/10/2022","7.1533","7.1102","7.1547","7.1082","","0.56%"
"10/07/2022","7.1135","7.1135","7.1135","7.1135","","0.00%"
"10/06/2022","7.1135","7.1135","7.1135","7.1135","","0.00%"
"10/05/2022","7.1135","7.1135","7.1135","7.1135","","0.00%"
"10/04/2022","7.1135","7.1135","7.1135","7.1135","","0.00%"
"10/03/2022","7.1135","7.1135","7.1135","7.1135","","0.00%"
"09/30/2022","7.1135","7.1250","7.1354","7.0828","","-0.09%"
"09/29/2022","7.1196","7.1565","7.2113","7.1232","","-1.10%"
"09/28/2022","7.1990","7.1985","7.2507","7.1945","","0.32%"
"09/27/2022","7.1760","7.1338","7.1787","7.1338","","0.63%"
"09/26/2022","7.1311","7.1378","7.1685","7.1338","","0.06%"
"09/23/2022","7.1266","7.0873","7.1310","7.0867","","0.70%"
"09/22/2022","7.0772","7.0851","7.0959","7.0606","","0.42%"
"09/21/2022","7.0479","7.0183","7.0546","7.0183","","0.43%"
"09/20/2022","7.0176","7.0101","7.0214","7.0044","","0.18%"
"09/19/2022","7.0050","6.9958","7.0206","6.9957","","0.36%"
"09/16/2022","6.9799","7.0055","7.0256","6.9800","","-0.19%"
"09/15/2022","6.9934","6.9645","6.9963","6.9606","","0.46%"
"09/14/2022","6.9612","6.9671","6.9734","6.9569","","0.53%"
"09/13/2022","6.9245","6.9210","6.9329","6.9191","","0.01%"
"09/12/2022","6.9240","6.9240","6.9240","6.9240","","0.00%"
"09/09/2022","6.9240","6.9468","6.9515","6.9172","","-0.46%"
"09/08/2022","6.9562","6.9563","6.9704","6.9489","","-0.13%"
"09/07/2022","6.9650","6.9659","6.9801","6.9641","","0.17%"
"09/06/2022","6.9532","6.9341","6.9657","6.9301","","0.29%"
"09/05/2022","6.9328","6.9230","6.9433","6.9189","","0.50%"
"09/02/2022","6.8985","6.9062","6.9095","6.8998","","-0.12%"
"09/01/2022","6.9066","6.9065","6.9082","6.8935","","0.26%"
"08/31/2022","6.8890","6.9088","6.9153","6.8870","","-0.30%"
"08/30/2022","6.9100","6.9095","6.9213","6.8992","","0.05%"
"08/29/2022","6.9067","6.9091","6.9225","6.9045","","0.51%"
"08/26/2022","6.8715","6.8475","6.8731","6.8475","","0.35%"
"08/25/2022","6.8477","6.8453","6.8572","6.8427","","-0.15%"
"08/24/2022","6.8581","6.8440","6.8697","6.8424","","0.36%"
"08/23/2022","6.8336","6.8461","6.8662","6.8326","","-0.20%"
"08/22/2022","6.8476","6.8238","6.8511","6.8211","","0.46%"
"08/19/2022","6.8164","6.7861","6.8190","6.7861","","0.46%"
"08/18/2022","6.7855","6.7810","6.7961","6.7769","","0.07%"
"08/17/2022","6.7805","6.7883","6.7883","6.7689","","-0.10%"
"08/16/2022","6.7875","6.7893","6.7974","6.7825","","0.24%"
"08/15/2022","6.7715","6.7428","6.7748","6.7428","","0.43%"
"08/12/2022","6.7425","6.7448","6.7466","6.7325","","-0.03%"
"08/11/2022","6.7445","6.7238","6.7448","6.7238","","0.32%"
"08/10/2022","6.7230","6.7527","6.7600","6.7230","","-0.44%"
"08/09/2022","6.7525","6.7506","6.7583","6.7506","","0.03%"
"08/08/2022","6.7505","6.7605","6.7650","6.7506","","-0.15%"
"08/05/2022","6.7607","6.7417","6.7626","6.7417","","0.18%"
"08/04/2022","6.7485","6.7512","6.7591","6.7465","","-0.12%"
"08/03/2022","6.7565","6.7571","6.7592","6.7453","","0.10%"
"08/02/2022","6.7499","6.7754","6.7823","6.7487","","-0.26%"
"08/01/2022","6.7674","6.7474","6.7751","6.7452","","0.36%"
"07/29/2022","6.7433","6.7443","6.7522","6.7279","","-0.05%"
"07/28/2022","6.7465","6.7420","6.7519","6.7362","","-0.16%"
"07/27/2022","6.7570","6.7629","6.7689","6.7505","","-0.07%"
"07/26/2022","6.7616","6.7453","6.7655","6.7453","","0.17%"
"07/25/2022","6.7499","6.7548","6.7580","6.7441","","0.00%"
"07/22/2022","6.7500","6.7628","6.7714","6.7473","","-0.23%"
"07/21/2022","6.7655","6.7631","6.7713","6.7567","","0.17%"
"07/20/2022","6.7540","6.7400","6.7564","6.7400","","0.16%"
"07/19/2022","6.7430","6.7473","6.7542","6.7390","","0.01%"
"07/18/2022","6.7420","6.7481","6.7551","6.7320","","-0.21%"
"07/15/2022","6.7565","6.7517","6.7698","6.7397","","0.03%"
"07/14/2022","6.7542","6.7269","6.7674","6.7229","","0.55%"
"07/13/2022","6.7175","6.7280","6.7402","6.7166","","-0.09%"
"07/12/2022","6.7234","6.7183","6.7391","6.7178","","0.09%"
"07/11/2022","6.7175","6.6981","6.7202","6.6965","","0.34%"
"07/08/2022","6.6945","6.6985","6.7095","6.6917","","-0.09%"
"07/07/2022","6.7005","6.7120","6.7138","6.6968","","-0.10%"
"07/06/2022","6.7070","6.7164","6.7164","6.7003","","-0.18%"
"07/05/2022","6.7192","6.6965","6.7249","6.6840","","0.29%"
"07/04/2022","6.6995","6.6997","6.7036","6.6860","","-0.01%"
"07/01/2022","6.7000","6.6940","6.7181","6.6935","","0.03%"
"06/30/2022","6.6981","6.7056","6.7064","6.6897","","-0.02%"
"06/29/2022","6.6997","6.7060","6.7097","6.6879","","-0.11%"
"06/28/2022","6.7070","6.6965","6.7144","6.6741","","0.26%"
"06/27/2022","6.6899","6.6876","6.6958","6.6815","","0.03%"
"06/24/2022","6.6878","6.6946","6.7010","6.6838","","-0.15%"
"06/23/2022","6.6980","6.7045","6.7155","6.6965","","0.00%"
"06/22/2022","6.6983","6.7028","6.7275","6.6965","","0.15%"
"06/21/2022","6.6880","6.6836","6.7020","6.6742","","-0.03%"
"06/20/2022","6.6900","6.7092","6.7110","6.6716","","-0.39%"
"06/17/2022","6.7160","6.6979","6.7193","6.6915","","0.19%"
"06/16/2022","6.7030","6.6939","6.7191","6.6916","","-0.15%"
"06/15/2022","6.7128","6.7278","6.7283","6.7030","","-0.40%"
"06/14/2022","6.7395","6.7606","6.7617","6.7134","","-0.20%"
"06/13/2022","6.7530","6.7393","6.7593","6.7265","","0.67%"
"06/10/2022","6.7081","6.6910","6.7185","6.6789","","0.25%"
"06/09/2022","6.6915","6.6944","6.7013","6.6635","","0.13%"
"06/08/2022","6.6825","6.6675","6.6974","6.6626","","0.22%"
"06/07/2022","6.6675","6.6674","6.6790","6.6610","","0.21%"
"06/06/2022","6.6534","6.6419","6.6587","6.6376","","-0.09%"
"06/03/2022","6.6596","6.6596","6.6596","6.6596","","0.00%"
"06/02/2022","6.6596","6.6930","6.7064","6.6595","","-0.39%"
"06/01/2022","6.6858","6.6676","6.7009","6.6641","","0.21%"
"05/31/2022","6.6715","6.6708","6.6755","6.6509","","0.18%"
"05/30/2022","6.6597","6.7024","6.7026","6.6443","","-0.57%"
"05/27/2022","6.6980","6.7521","6.7521","6.6918","","-0.59%"
"05/26/2022","6.7380","6.6916","6.7510","6.6916","","0.69%"
"05/25/2022","6.6916","6.6611","6.6994","6.6564","","0.58%"
"05/24/2022","6.6530","6.6613","6.6806","6.6493","","0.06%"
"05/23/2022","6.6490","6.6768","6.6925","6.6448","","-0.64%"
"05/20/2022","6.6921","6.7222","6.7320","6.6674","","-0.24%"
"05/19/2022","6.7085","6.7622","6.7705","6.7111","","-0.67%"
"05/18/2022","6.7540","6.7415","6.7580","6.7377","","0.30%"
"05/17/2022","6.7337","6.7783","6.7833","6.7225","","-0.72%"
"05/16/2022","6.7822","6.7780","6.8038","6.7725","","-0.09%"
"05/13/2022","6.7880","6.7917","6.8128","6.7757","","0.03%"
"05/12/2022","6.7860","6.7325","6.7977","6.7280","","1.00%"
"05/11/2022","6.7186","6.7338","6.7386","6.7105","","-0.23%"
"05/10/2022","6.7343","6.7315","6.7408","6.6899","","0.07%"
"05/09/2022","6.7295","6.7043","6.7324","6.6917","","0.97%"
"05/06/2022","6.6651","6.6602","6.6956","6.6592","","0.17%"
"05/05/2022","6.6535","6.5908","6.6558","6.5908","","0.69%"
"05/04/2022","6.6080","6.6080","6.6080","6.6080","","0.00%"
"05/03/2022","6.6080","6.6080","6.6080","6.6080","","0.00%"
"05/02/2022","6.6080","6.6080","6.6080","6.6080","","0.00%"
"04/29/2022","6.6080","6.6150","6.6515","6.5842","","-0.25%"
"04/28/2022","6.6243","6.5607","6.6309","6.5589","","0.99%"
"04/27/2022","6.5595","6.5613","6.5656","6.5469","","0.07%"
"04/26/2022","6.5552","6.5608","6.5637","6.5266","","-0.05%"
"04/25/2022","6.5585","6.5148","6.5792","6.5131","","0.88%"
"04/22/2022","6.5010","6.4516","6.5067","6.4491","","0.79%"
"04/21/2022","6.4500","6.4155","6.4540","6.4083","","0.49%"
"04/20/2022","6.4188","6.4095","6.4211","6.3947","","0.40%"
"04/19/2022","6.3930","6.3691","6.3984","6.3684","","0.47%"
"04/18/2022","6.3630","6.3764","6.3768","6.3641","","-0.12%"
"04/15/2022","6.3705","6.3777","6.3780","6.3673","","-0.11%"
"04/14/2022","6.3775","6.3665","6.3820","6.3621","","0.15%"
"04/13/2022","6.3678","6.3685","6.3717","6.3628","","0.04%"
"04/12/2022","6.3651","6.3730","6.3750","6.3637","","-0.01%"
"04/11/2022","6.3660","6.3655","6.3754","6.3649","","0.08%"
"04/08/2022","6.3610","6.3626","6.3688","6.3557","","0.07%"
"04/07/2022","6.3564","6.3620","6.3662","6.3564","","-0.04%"
"04/06/2022","6.3590","6.3723","6.3765","6.3562","","-0.06%"
"04/05/2022","6.3625","6.3625","6.3625","6.3625","","0.00%"
"04/04/2022","6.3625","6.3625","6.3625","6.3625","","0.00%"
"04/01/2022","6.3625","6.3430","6.3665","6.3423","","0.37%"
"03/31/2022","6.3393","6.3485","6.3556","6.3371","","-0.12%"
"03/30/2022","6.3470","6.3634","6.3637","6.3458","","-0.21%"
"03/29/2022","6.3602","6.3694","6.3754","6.3608","","-0.18%"
"03/28/2022","6.3714","6.3795","6.3820","6.3664","","0.09%"
"03/25/2022","6.3658","6.3654","6.3684","6.3581","","-0.02%"
"03/24/2022","6.3670","6.3755","6.3782","6.3659","","-0.08%"
"03/23/2022","6.3720","6.3650","6.3773","6.3636","","0.09%"
"03/22/2022","6.3660","6.3625","6.3678","6.3574","","0.17%"
"03/21/2022","6.3552","6.3575","6.3683","6.3511","","-0.09%"
"03/18/2022","6.3609","6.3498","6.3692","6.3470","","0.24%"
"03/17/2022","6.3459","6.3450","6.3549","6.3409","","-0.08%"
"03/16/2022","6.3510","6.3705","6.3707","6.3418","","-0.29%"
"03/15/2022","6.3696","6.3657","6.3868","6.3657","","0.14%"
"03/14/2022","6.3607","6.3477","6.3681","6.3447","","0.34%"
"03/11/2022","6.3389","6.3245","6.3403","6.3180","","0.28%"
"03/10/2022","6.3212","6.3169","6.3264","6.3151","","0.06%"
"03/09/2022","6.3174","6.3174","6.3286","6.3123","","-0.01%"
"03/08/2022","6.3178","6.3162","6.3214","6.3095","","-0.03%"
"03/07/2022","6.3194","6.3258","6.3263","6.3157","","0.01%"
"03/04/2022","6.3188","6.3202","6.3235","6.3139","","-0.01%"
"03/03/2022","6.3195","6.3191","6.3226","6.3143","","-0.02%"
"03/02/2022","6.3210","6.3135","6.3226","6.3089","","0.15%"
"03/01/2022","6.3116","6.3071","6.3161","6.3068","","0.05%"
"02/28/2022","6.3084","6.3194","6.3201","6.3047","","-0.13%"
"02/25/2022","6.3169","6.3231","6.3248","6.3116","","-0.18%"
"02/24/2022","6.3283","6.3216","6.3322","6.3104","","0.24%"
"02/23/2022","6.3134","6.3266","6.3317","6.3119","","-0.20%"
"02/22/2022","6.3260","6.3379","6.3465","6.3222","","-0.13%"
"02/21/2022","6.3345","6.3276","6.3384","6.3219","","0.15%"
"02/18/2022","6.3251","6.3361","6.3376","6.3240","","-0.21%"
"02/17/2022","6.3381","6.3324","6.3411","6.3292","","0.08%"
"02/16/2022","6.3332","6.3386","6.3434","6.3324","","-0.08%"
"02/15/2022","6.3385","6.3542","6.3569","6.3378","","-0.29%"
"02/14/2022","6.3567","6.3546","6.3637","6.3541","","0.04%"
"02/11/2022","6.3540","6.3576","6.3680","6.3538","","0.02%"
"02/10/2022","6.3526","6.3615","6.3637","6.3521","","-0.15%"
"02/09/2022","6.3619","6.3645","6.3658","6.3597","","-0.06%"
"02/08/2022","6.3660","6.3565","6.3720","6.3559","","0.12%"
"02/07/2022","6.3583","6.3569","6.3640","6.3544","","-0.03%"
"02/04/2022","6.3605","6.3605","6.3605","6.3605","","0.00%"
"02/03/2022","6.3605","6.3605","6.3605","6.3605","","0.00%"
"02/02/2022","6.3605","6.3605","6.3605","6.3605","","0.00%"
"02/01/2022","6.3605","6.3605","6.3605","6.3605","","0.00%"
"01/31/2022","6.3605","6.3605","6.3605","6.3605","","0.00%"
"01/28/2022","6.3605","6.3654","6.3673","6.3528","","-0.06%"
"01/27/2022","6.3643","6.3363","6.3706","6.3357","","0.69%"
"01/26/2022","6.3206","6.3225","6.3254","6.3187","","-0.08%"
"01/25/2022","6.3257","6.3285","6.3326","6.3223","","-0.07%"
"01/24/2022","6.3304","6.3350","6.3354","6.3243","","-0.13%"
"01/21/2022","6.3385","6.3450","6.3460","6.3359","","-0.03%"
"01/20/2022","6.3406","6.3439","6.3478","6.3395","","-0.06%"
"01/19/2022","6.3447","6.3534","6.3561","6.3435","","-0.12%"
"01/18/2022","6.3525","6.3470","6.3560","6.3376","","0.07%"
"01/17/2022","6.3482","6.3586","6.3590","6.3416","","-0.07%"
"01/14/2022","6.3524","6.3606","6.3618","6.3386","","-0.11%"
"01/13/2022","6.3595","6.3582","6.3652","6.3549","","0.02%"
"01/12/2022","6.3580","6.3688","6.3694","6.3566","","-0.24%"
"01/11/2022","6.3735","6.3722","6.3771","6.3686","","-0.03%"
"01/10/2022","6.3756","6.3744","6.3779","6.3698","","-0.02%"
"01/07/2022","6.3769","6.3787","6.3832","6.3711","","-0.08%"
"01/06/2022","6.3822","6.3707","6.3859","6.3667","","0.29%"
"01/05/2022","6.3640","6.3724","6.3745","6.3623","4.51K","-0.13%"
"01/04/2022","6.3721","6.3719","6.3795","6.3691","4.65K","0.31%"
"01/03/2022","6.3521","6.3521","6.3521","6.3521","","0.00%"
"12/31/2021","6.3521","6.3762","6.3790","6.3385","5.15K","-0.27%"
"12/30/2021","6.3691","6.3703","6.3797","6.3667","4.91K","0.02%"
"12/29/2021","6.3680","6.3687","6.3739","6.3659","5.28K","-0.01%"
"12/28/2021","6.3684","6.3714","6.3743","6.3657","4.57K","-0.03%"
"12/27/2021","6.3705","6.3706","6.3750","6.3675","4.54K","0.05%"
"12/24/2021","6.3672","6.3720","6.3726","6.3659","4.62K","-0.04%"
"12/23/2021","6.3696","6.3685","6.3735","6.3671","5.95K","0.00%"
"12/22/2021","6.3695","6.3683","6.3752","6.3675","6.55K","-0.03%"
"12/21/2021","6.3716","6.3745","6.3770","6.3669","6.26K","-0.06%"
"12/20/2021","6.3756","6.3828","6.3847","6.3732","6.39K","0.01%"
"12/17/2021","6.3748","6.3691","6.3845","6.3675","6.47K","0.12%"
